# BEAST v1.7.5
# Generated Sun Apr 07 14:14:09 BST 2013 [seed=1365340446246]
state	posterior	prior	likelihood	treeLikelihood	skyline	treeModel.rootHeight	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline.groupSize6	skyline.groupSize7	skyline.groupSize8	skyline.groupSize9	skyline.groupSize10
20525000	-8650.011225308714	-1359.8605712529088	-7290.150654055804	-7290.150654055804	-1192.8196711643043	0.6219459376275275	8.228864030118254	0.36311696672158517	0.19314834087216046	0.19672929582210058	0.2470053965841555	0.006129376441130752	4.888481306597535	17.944050805558504	6.809632621947727	3.011392121819674	3.0759781108837796	2.930752570185382	9.738886616388903	3.4444802084841353	0.9121611684491677	0.12197714077133905	5.0	139.0	55.0	57.0	108.0	24.0	30.0	12.0	15.0	68.0
20550000	-8638.371998412189	-1339.8328540472116	-7298.539144364977	-7298.539144364977	-1174.8501453308224	0.7485333441606744	8.252082518286178	0.3747164242008505	0.17822803357634223	0.1919651746744823	0.25509036754832665	0.005896731555481058	12.275095530295216	14.391478493093645	3.964777150131083	3.8614345927027434	3.1110319259326213	4.298812149440663	9.063640577025557	3.6012346111456313	0.41349379136953707	0.1424881336803477	14.0	141.0	34.0	67.0	114.0	16.0	33.0	12.0	18.0	64.0
20575000	-8593.077078617951	-1307.8680427608983	-7285.209035857052	-7285.209035857052	-1139.073022522187	0.6380594581533047	9.083368347515139	0.3747164242008505	0.17925096115183384	0.20743912616093982	0.23859348848637751	0.0063908155980439115	19.520881509984736	14.963962135776406	1.6743382524301402	4.983082027394008	3.040163909682419	15.448912840977965	8.01900164642108	1.21729613100229	0.3772568892013593	0.14161832466493512	18.0	132.0	30.0	86.0	123.0	12.0	24.0	10.0	24.0	54.0
20600000	-8621.468670928702	-1322.8200536373565	-7298.648617291345	-7298.648617291345	-1153.3267328985125	0.6627571007760353	8.111382642353375	0.3646584433192591	0.1740436670640359	0.222511449348035	0.23878644026867163	0.005649553315542429	10.986594108620668	20.131829591422886	2.471180570762909	5.187027591515251	2.270943572413985	1.7000350142751863	11.58673560020173	3.0481811377053702	0.7403222465466345	0.14598476463233973	10.0	127.0	40.0	91.0	127.0	1.0	25.0	8.0	20.0	64.0
20625000	-8634.550367945247	-1325.0493603008226	-7309.501007644424	-7309.501007644424	-1158.5715282757967	0.6230278185686113	7.710539151719253	0.37019316430720356	0.17585592100438419	0.19730442333212297	0.2566464913562909	0.006190344882891377	11.896971194323886	21.446978838771564	2.154219630212837	5.800709569186853	1.9661000393519399	2.445078046480071	9.378246015801459	1.1032221601845855	0.5910367705672785	0.11725933524775713	16.0	116.0	33.0	88.0	131.0	1.0	34.0	17.0	12.0	65.0
20650000	-8637.274269351554	-1340.282341105285	-7296.991928246268	-7296.991928246268	-1172.1163321433714	0.6150376645974179	7.394909073156036	0.35180753811342896	0.17609405546884388	0.21603129655037034	0.2560671098673585	0.005715205713988761	23.34385412092137	19.663490582142853	7.098563845952665	7.316153057381788	2.481282436423418	5.731088844562483	11.410407081996944	0.4904177811184604	0.9620974344684061	0.09758619134883195	19.0	115.0	33.0	84.0	125.0	4.0	35.0	21.0	13.0	64.0
20675000	-8642.80982409203	-1362.12493896172	-7280.68488513031	-7280.68488513031	-1194.4847968344666	0.6213290742836663	9.356167356992035	0.3630129791750702	0.17219445821374008	0.2029864981571514	0.26180606445404	0.006062256075898778	27.864225802768335	16.565244388417213	5.726383032510492	6.061472557996776	2.713255401047149	2.682488086930858	9.796902285054546	1.024202381777409	1.029216218776011	0.09543987250110002	33.0	111.0	27.0	97.0	111.0	3.0	40.0	25.0	3.0	63.0
20700000	-8636.529003323169	-1353.571963959338	-7282.957039363831	-7282.957039363831	-1188.0106421410082	0.5664679900249915	9.220127530172164	0.3618631880835468	0.17334424930526346	0.2180999464701811	0.24669261614101026	0.005830273478935411	7.200056033256404	19.41759979594336	12.924991431753446	5.6509088918702695	2.1590953166566385	6.971413510466073	8.21086832817529	0.5320560003616092	0.27853176065541635	0.07675275230599347	18.0	108.0	44.0	106.0	94.0	12.0	42.0	26.0	5.0	58.0
20725000	-8685.025052344175	-1387.4645452191367	-7297.560507125039	-7297.560507125039	-1222.4071044213024	0.6160583055834163	8.812237459101237	0.35763507454797283	0.18759590491663156	0.21175959601560704	0.24300942451979027	0.006208514203324	12.68069829287142	16.060355289111996	16.374072797337927	5.436389531311182	2.535835821615845	3.6857377739873205	10.00923305500044	0.9747796118256986	0.08567835753229262	0.11150082381110397	32.0	98.0	53.0	102.0	87.0	14.0	38.0	30.0	9.0	50.0
20750000	-8647.883964291128	-1339.9370490154056	-7307.946915275722	-7307.946915275722	-1170.5934617528847	0.6128240565301069	8.209054880495918	0.36640021098750847	0.18102533277075566	0.20138361357576873	0.25119084266596886	0.006214654842127184	12.484046994049388	16.902558861644685	14.107104629600432	5.18902648703493	1.804310818891635	1.392838364678436	7.188009571575824	0.35366513495437	1.4783616778536235	0.1022308297917944	36.0	78.0	71.0	101.0	88.0	2.0	54.0	21.0	2.0	60.0
20775000	-8593.786734454488	-1305.2687316871747	-7288.518002767313	-7288.518002767313	-1138.1417039721464	0.6496358001408359	9.564245075172781	0.3655076471835164	0.18598777068728695	0.19268223962607364	0.25582234250312486	0.005882062759662321	13.987209154281603	19.514848626041797	9.274038094760074	5.430316674922601	1.7774737181732	2.558563563644316	9.66735940028162	0.5291409532714637	0.907041669646751	0.07191723855387336	16.0	74.0	87.0	106.0	82.0	10.0	41.0	23.0	10.0	64.0
20800000	-8596.989479391195	-1308.3146551695081	-7288.674824221687	-7288.674824221687	-1141.99861585216	0.6647717323842475	7.469316599126947	0.38235873415848237	0.17035513731606133	0.21382000736839746	0.2334661211570607	0.005744677976923856	23.82108851409314	13.469660036807891	9.793158193027924	4.266241408683792	2.111937049774462	6.251977679889615	8.458441702196591	0.7091685132084858	0.8147618695335318	0.05769338487704412	25.0	86.0	96.0	105.0	62.0	8.0	44.0	12.0	10.0	65.0
20825000	-8565.471491822775	-1273.555850301947	-7291.915641520828	-7291.915641520828	-1108.5422376137608	0.5820553731059346	8.39834156235332	0.372415875828359	0.18058080613194208	0.19281145746940437	0.2541918605702964	0.006020097187778038	18.98646336264468	12.703520406801982	8.4780862734353	5.065163750003595	1.1348998951126346	2.327364340019023	8.76172670441527	1.4283331397161645	0.35458001076655177	0.05177877943803605	18.0	75.0	108.0	110.0	56.0	11.0	44.0	24.0	4.0	63.0
20850000	-8559.003598684603	-1282.0933831128768	-7276.910215571726	-7276.910215571726	-1115.9095131782797	0.5735484967492748	6.99286991156018	0.36861221704725344	0.17557926906613086	0.20191217443265266	0.25389633945396484	0.006222007899246387	26.22633118093611	9.881136661893956	13.508926508699393	4.992847630821142	1.3449624682078587	3.90698765093641	9.96617506091801	1.2573542863882463	0.36878109794289404	0.06368230155805317	14.0	63.0	101.0	122.0	64.0	20.0	38.0	23.0	4.0	64.0
20875000	-8563.301633991086	-1289.9819656542209	-7273.319668336866	-7273.319668336866	-1123.6168924375254	0.6893423076576035	7.8333526932074475	0.3721807342080679	0.17266192498533425	0.2072263924336731	0.24793094837292656	0.005833396647663125	14.657412625871489	22.195110973267244	11.229300031104675	4.318001615646495	0.9232261981772196	4.7269979433177225	7.538389669150922	1.0223707732136493	0.3036686139004505	0.06383399206018597	22.0	69.0	99.0	117.0	56.0	11.0	51.0	17.0	7.0	64.0
20900000	-8541.31426652952	-1270.2658751203544	-7271.0483914091665	-7271.0483914091665	-1104.780420662865	0.5986294500627379	8.836316488951079	0.3760770322263315	0.17330456076987294	0.20788016087927894	0.24273824612451844	0.006231027988038662	16.521538387222467	17.900869203375066	11.15465429292708	4.048785764257093	0.7810270451571376	4.23734300799151	7.6070082304421796	1.0031048197381436	0.11411337544838729	0.05399075558714083	28.0	65.0	88.0	124.0	49.0	15.0	53.0	24.0	7.0	60.0
20925000	-8621.252106043536	-1327.278142611121	-7293.973963432415	-7293.973963432415	-1163.255586324462	0.6513446803742945	7.888961366212384	0.37464183065135026	0.18620202719229578	0.21841648629371363	0.22073965586264216	0.006087640872739847	18.539294696970128	19.56666957001038	10.752714562381328	4.47525143033976	0.7986939359870123	1.9653741673678526	7.575337623956241	0.7226861429920889	0.13254328643740687	0.09086664583000931	27.0	64.0	94.0	119.0	53.0	2.0	61.0	26.0	4.0	63.0
20950000	-8616.70028896711	-1338.903726522512	-7277.796562444598	-7277.796562444598	-1172.841500085131	0.6222461685877096	7.955908802492731	0.36604530073740005	0.17786219734777134	0.21336457485233262	0.2427279270624978	0.005770660121685137	15.96030043471796	27.14701358260896	9.095813305371122	5.629924586070924	1.1345941675641729	2.355763521704387	9.1961604761294	0.6450350691549962	0.36501261389560813	0.11555052356557735	35.0	44.0	94.0	123.0	62.0	6.0	52.0	30.0	10.0	57.0
20975000	-8626.499136764458	-1348.8048641823257	-7277.694272582132	-7277.694272582132	-1183.4371822175679	0.6263579267261117	8.936891673230651	0.3725905134825621	0.18258163817108927	0.19933866407221118	0.2454891842741392	0.006692365228545003	15.682690404623628	15.44250701981272	13.145474926279176	5.617623830816989	1.5140096437765398	4.102544351171706	7.928396411000091	0.4830747515888507	0.46035203734535923	0.13826842232431427	35.0	42.0	81.0	136.0	58.0	1.0	65.0	32.0	6.0	57.0
21000000	-8622.592156603523	-1359.0606109898968	-7263.531545613626	-7263.531545613626	-1193.9539947534824	0.6026316847401015	8.531020235062597	0.36155246554660014	0.18168705447689606	0.20298405326817265	0.25377642670833295	0.005688773565806981	24.08395051668582	18.412159718462913	14.072038941377977	5.499864722246503	2.0141954337976173	4.5936424495710515	7.268878412834391	0.6297068794930705	0.3252142871123399	0.08047771547724149	40.0	28.0	92.0	136.0	57.0	12.0	55.0	33.0	1.0	59.0
21025000	-8615.725629766457	-1341.9969374443463	-7273.728692322112	-7273.728692322112	-1177.8560153746218	0.6813969754715121	6.013418311859785	0.3679546673498796	0.1645016050373658	0.2109787156864359	0.25656501192632053	0.005818535303349313	21.28900367918229	12.433811925678347	11.127563573376905	5.523787400906509	1.6762823996796594	4.875605658397123	9.54505662775015	0.6858686929122463	0.0640523014208647	0.09931852166126369	51.0	25.0	96.0	129.0	56.0	12.0	49.0	31.0	9.0	55.0
21050000	-8639.05811749581	-1378.2227502664468	-7260.835367229363	-7260.835367229363	-1215.208097394879	0.7207215287153107	8.637165078673556	0.3803423790204389	0.16844514652926176	0.20319905886395837	0.24801341558634282	0.0065950491235845475	16.88494748205523	13.693438008158113	8.810230651140202	5.904382071771704	2.0153821252521804	3.412916397018474	5.626562079886622	0.9371232649495617	0.250376022898203	0.1163093881835207	44.0	27.0	101.0	124.0	50.0	15.0	61.0	31.0	9.0	51.0
21075000	-8641.833512909128	-1349.54709095435	-7292.286421954778	-7292.286421954778	-1185.9163610665016	0.5998584800473853	8.637165078673556	0.385092663993732	0.16639254739990247	0.21306330722670636	0.23545148137966104	0.006378076240157146	17.03136749317117	14.116251608316915	11.304264036436063	4.957904406094613	2.625085295032269	1.428684754245855	5.202672396488175	1.9206868311502774	0.1252178044267735	0.08042350714094006	57.0	37.0	69.0	145.0	40.0	20.0	62.0	22.0	4.0	57.0
21100000	-8657.415452548055	-1353.714849127075	-7303.700603420981	-7303.700603420981	-1188.4741449337737	0.7060600938325837	9.61017360223777	0.37432616959786297	0.18495922415464242	0.19180375133724115	0.24891085491025539	0.006076360415170208	15.816263882395562	17.584647482788107	8.534723920231322	5.611525538842879	2.042057022304635	3.2958724334124763	7.54615730370359	1.7454732043900474	0.4325003998388338	0.11442780822718773	38.0	53.0	66.0	139.0	61.0	13.0	57.0	16.0	11.0	59.0
21125000	-8609.240911926481	-1318.3301866217666	-7290.910725304715	-7290.910725304715	-1152.6240446649326	0.6166596062950797	8.091913256423855	0.35757597368483945	0.17117879160555777	0.2053820991033874	0.2658631356062173	0.005867663703956004	14.49160496410485	18.048602359996128	11.968427828346401	5.629492136105674	1.7604527805890413	4.1731554624367355	7.337679038502426	1.4941514137261873	0.6330283570602461	0.0680190225838261	23.0	60.0	77.0	134.0	74.0	6.0	54.0	11.0	12.0	62.0
21150000	-8619.571375418629	-1293.3888743413381	-7326.182501077292	-7326.182501077292	-1128.0029962723047	0.5942286860780146	8.708867932056446	0.3716773928670769	0.16755111929208474	0.20871838748131166	0.2520531003595286	0.005932468329525131	16.552237398571215	26.69731327047035	6.625241092735469	5.364993804510241	1.765890020993722	3.438044385094024	8.657010758349461	1.3648556428447556	0.25278694910232924	0.08002557923669411	17.0	43.0	88.0	149.0	75.0	10.0	47.0	9.0	19.0	56.0
21175000	-8612.049030300263	-1309.618940209838	-7302.430090090424	-7302.430090090424	-1144.7569167630443	0.5993546982323558	7.3223102291789575	0.3807487240428955	0.16755111929208474	0.2120889195997151	0.23961123706530654	0.006390483503269664	32.86713309580557	11.798050138557882	10.778057455083271	7.48680429340592	1.5563504447241798	3.8451996454893638	6.705077524410032	1.4083571326671813	0.1276412395782724	0.09574752184872358	17.0	46.0	70.0	155.0	67.0	17.0	51.0	19.0	22.0	49.0
21200000	-8651.32846154998	-1337.3305971391646	-7313.997864410816	-7313.997864410816	-1172.3475610873697	0.7239488977053021	8.936272758712432	0.3706226494164459	0.1799292358836204	0.21211520487354682	0.2373329098263888	0.006089054217566592	16.460419685215854	14.514923220092026	15.652384311655036	6.968800176836533	1.5428572397173956	2.966869889868621	4.913049305605459	2.311636296315969	0.0999225808002353	0.17049036382108043	15.0	55.0	57.0	157.0	72.0	11.0	66.0	4.0	22.0	54.0
21225000	-8654.42663542514	-1328.2214944715665	-7326.205140953573	-7326.205140953573	-1159.3649526119557	0.6528280414614271	9.43162148963951	0.3855400070462341	0.1793641779066309	0.20010244342717035	0.2349933716199666	0.005765492476536997	22.52549541604163	42.19389765979897	7.8643078734226375	6.267387932981177	1.5438505730209473	5.2122092569500325	6.308678064990329	5.202814662043513	0.0746078887309457	0.10754827580582918	19.0	46.0	69.0	163.0	71.0	17.0	53.0	1.0	30.0	44.0
21250000	-8643.729578176222	-1347.2033524069325	-7296.52622576929	-7296.52622576929	-1183.7749198420156	0.6730525801055443	8.50723237688848	0.3697186095268392	0.17582231957721906	0.20237769064818634	0.2520813802477572	0.006089873238716451	18.14139682079319	23.38875771889413	13.940280409435365	6.3483609419988	1.5242774550432059	3.2157290234544864	5.458934070728073	0.5811455421030746	0.15435400503564287	0.07818168766775561	8.0	54.0	58.0	176.0	61.0	21.0	69.0	4.0	23.0	39.0
21275000	-8699.61828982619	-1355.8361117054646	-7343.782178120727	-7343.782178120727	-1194.3427659671631	0.5694025626814316	9.273320436650218	0.36566689139352715	0.17628979256897587	0.2009656044056469	0.25707771163185195	0.006253388463372176	24.623390530102714	25.8336426158295	14.902528176439592	5.294441192316405	2.235095388996753	1.663410235932178	4.343321327746988	0.1382704057312279	0.07739859147924333	0.06695386446752932	6.0	50.0	49.0	187.0	57.0	39.0	66.0	12.0	20.0	27.0
21300000	-8691.495638825838	-1351.457910592967	-7340.037728232871	-7340.037728232871	-1189.051953954941	0.603808816877691	9.374986057494676	0.3636499149246089	0.18592622220158025	0.19631809951278484	0.2541057633610278	0.006099122714465169	29.884550950227524	16.76396908462324	19.510490599020148	5.506774995661446	2.738162860371027	2.7486388638818897	4.151702058412219	0.10626880943991526	0.11114991312199914	0.11071161949247886	7.0	32.0	50.0	203.0	46.0	36.0	83.0	22.0	4.0	30.0
21325000	-8664.024123145035	-1354.2252774766707	-7309.798845668364	-7309.798845668364	-1190.1699743292374	0.5769205101467526	9.464256760360318	0.36591291335355647	0.18908792267495617	0.19142004830311182	0.25357911566837726	0.006377461780212675	94.73722766165837	18.705850040599216	19.584964594962997	6.409381821028543	1.490943623380514	2.62245535719742	3.294908886653995	0.16244275634698288	0.1414580282836087	0.08862230450737721	6.0	31.0	57.0	199.0	62.0	20.0	86.0	12.0	11.0	29.0
21350000	-8668.812899543766	-1343.9167637603755	-7324.89613578339	-7324.89613578339	-1180.1590998688116	0.6499989992250873	8.488972319332603	0.36591291335355647	0.16370228884513716	0.21618332698884624	0.25420147081246186	0.006543765115439473	40.81627683327779	16.470388908716846	18.54602427886796	6.018487783701061	1.2976251100062606	3.588708424999571	3.1676652327357497	0.4396192411881346	0.13201438414965083	0.12808908440682443	14.0	30.0	49.0	202.0	60.0	11.0	89.0	15.0	6.0	37.0
21375000	-8676.780144876497	-1350.2364911944564	-7326.54365368204	-7326.54365368204	-1185.4934864596262	0.6106476083080759	8.031424219224863	0.3581890408190821	0.17795507230545055	0.20965441606300725	0.25420147081246186	0.006241769634336881	87.94612221468392	16.688770553932525	15.520168778801457	5.659143002188691	1.2869144917474356	2.124363073558202	4.708171483360368	0.2901471368333732	0.20073292468802553	0.140344924758049	10.0	45.0	39.0	195.0	62.0	8.0	89.0	21.0	4.0	40.0
21400000	-8632.537724833146	-1330.1504171464444	-7302.387307686701	-7302.387307686701	-1166.9744474915854	0.695283964971249	8.861116737323435	0.36681014683117263	0.18217575977249728	0.20297575716130808	0.2480383362350237	0.006072956009564657	24.93848899718911	13.617844957699125	17.446210156752134	6.969235197029219	1.6285295055576734	1.5470111199693717	4.77202784224228	0.19716859891888877	0.08623368725096012	0.17414317381160688	23.0	40.0	26.0	190.0	49.0	39.0	73.0	30.0	2.0	41.0
21425000	-8604.5318740794	-1307.9223592681055	-7296.609514811293	-7296.609514811293	-1144.026060045499	0.5787439952989244	10.863751820223898	0.3743306482533619	0.1785096430284363	0.2130358654702971	0.2341238432479064	0.006140376686734988	25.035149066325005	16.786752554921147	16.90234232513915	5.689407300654729	1.9366268493676517	3.2189534917852547	6.541954917062109	0.2939076997303987	0.10938954342166693	0.11325651393729881	29.0	43.0	19.0	200.0	44.0	26.0	72.0	27.0	5.0	48.0
21450000	-8592.080233279186	-1260.83953038561	-7331.240702893577	-7331.240702893577	-1100.4924605711553	0.606733325004549	7.863493615890501	0.35945430356328084	0.19825764545412514	0.21643073706095525	0.22585731392164032	0.006311230503011129	19.915075895833073	14.442234501323664	13.367930309766981	5.515729899586808	1.2323952149233823	1.8643181500222652	4.5239678169450075	0.11164337836491145	0.04186301671593726	0.08672766620069351	37.0	49.0	6.0	196.0	39.0	33.0	75.0	20.0	8.0	50.0
21475000	-8599.24866881804	-1307.4036957782637	-7291.844973039776	-7291.844973039776	-1144.7769672399452	0.7568431306909069	10.255917167806295	0.3547442434126592	0.18025119674449255	0.21641441782064638	0.2485901420222034	0.006133256138514571	19.599893369783597	18.005281758254537	22.02406051791905	7.358565675249268	1.4777544675316558	2.5493398859642795	4.1244015873649635	0.30617355613560976	0.08579133941670246	0.08834080356619536	28.0	33.0	16.0	190.0	63.0	23.0	85.0	12.0	14.0	49.0
21500000	-8609.21744241198	-1316.5644803275436	-7292.652962084438	-7292.652962084438	-1154.7590174870231	0.6248456994881183	7.651392792024471	0.36429670951386606	0.18095446079992503	0.2204790085506621	0.23426982113554834	0.006314756584941618	28.26436632184035	10.593052119643342	16.93899616161103	8.380667691777923	2.396945496843649	1.6200196448675117	4.129922217919083	0.13978659756412481	0.03666550269838695	0.08632728343190593	19.0	31.0	24.0	195.0	76.0	31.0	66.0	24.0	5.0	42.0
21525000	-8618.765840581389	-1305.953335799497	-7312.812504781892	-7312.812504781892	-1142.7511748462591	0.6636793416682032	8.850920784937907	0.37424389102005085	0.20292816644093953	0.1971952402341063	0.22563270230490484	0.006429562575463929	37.17137434948678	11.546547268929457	16.426317588064343	7.018324334709065	2.5722488137355377	1.3881367530568556	4.8090546868480395	0.08264956866348017	0.09132920758617853	0.11357080785085912	14.0	25.0	47.0	185.0	87.0	24.0	62.0	21.0	7.0	41.0
21550000	-8606.597741041687	-1300.8237050053717	-7305.774036036315	-7305.774036036315	-1140.212837819709	0.6441872066237762	7.849928045334689	0.3874873878414271	0.17928897653051876	0.19403909353102106	0.23918454209703452	0.006115926431236545	26.007970221728208	13.817703099506687	11.100656833787365	6.7249339631000415	2.549169762126435	1.6363001948796956	4.317667003082261	0.06356957553628352	0.06271472108909984	0.0922019587217103	9.0	39.0	46.0	179.0	87.0	19.0	66.0	18.0	2.0	48.0
21575000	-8655.21039745919	-1337.6902166757932	-7317.520180783397	-7317.520180783397	-1175.830355825786	0.5713466377727773	8.763743701316733	0.36606705546549606	0.1841824317712829	0.1979513102682745	0.2517992024949481	0.006213489020208716	25.020220717232014	17.090521180481158	7.839170114786057	8.973554085617288	2.39856340240247	1.5550853737833361	4.2984727955389905	0.144101481730237	0.12545091370709854	0.09914580950127405	9.0	52.0	46.0	159.0	116.0	1.0	63.0	9.0	3.0	55.0
21600000	-8601.545919769522	-1319.5183057098352	-7282.027614059686	-7282.027614059686	-1157.7039430670573	0.5576129183681781	6.895078048991425	0.3782267882573145	0.17475529484271207	0.2066566779435932	0.24036123895638184	0.006065016290407565	30.884365666135572	15.099398235657496	12.897345641912686	7.951390135176944	2.1532573177659065	0.7913542134236483	3.577806033114277	0.11484529034221824	0.0999513497958532	0.07413272379591021	14.0	41.0	46.0	167.0	109.0	6.0	64.0	15.0	4.0	47.0
21625000	-8613.706326199637	-1319.2196135083514	-7294.486712691285	-7294.486712691285	-1157.3223131476311	0.6215705594817426	7.8547665853084725	0.3619203812290142	0.18809836314120698	0.20676680593678617	0.24321444969299416	0.006697130149693371	55.25127612897798	14.492492285405678	6.984307710149716	7.693041463214561	2.829064279122807	1.616118275744411	4.051417449033091	0.1453762188424031	0.026496753248605818	0.06962493728013473	13.0	64.0	26.0	166.0	103.0	18.0	61.0	13.0	1.0	48.0
21650000	-8578.00079639649	-1293.234816144272	-7284.765980252219	-7284.765980252219	-1130.7836625517286	0.6620366732741615	9.518445816211678	0.3562972669073347	0.18047235924874355	0.21128289730834324	0.25194747653558003	0.006628686612396061	49.13941872162302	7.838944474215587	12.690534802135202	9.744320042357403	1.9860415859790903	2.0481368245158063	3.7230647643619896	0.10047188314328463	0.09890625027281146	0.10043690233694151	11.0	51.0	40.0	164.0	88.0	30.0	67.0	10.0	19.0	33.0
21675000	-8579.141403525355	-1284.4883293024445	-7294.653074222911	-7294.653074222911	-1120.9694662327772	0.6279096669425103	7.875302747088027	0.3634698045155289	0.18383962284852995	0.20411035970014904	0.24858021293579363	0.006795108763756411	51.73318633056192	10.156731805399628	9.967400844254453	9.153117420363571	1.6157256455526172	1.7095138081516648	4.152600366801399	0.07097507343000567	0.19532522578921335	0.07463411977154213	12.0	38.0	37.0	169.0	94.0	25.0	74.0	11.0	14.0	39.0
21700000	-8571.436475976747	-1277.64122345761	-7293.795252519137	-7293.795252519137	-1116.1060145189704	0.6490964196156951	9.438035022853203	0.36111424776087514	0.18204231281312097	0.20589713301793813	0.25094630640806725	0.006143724927404153	21.690646352722105	7.4217605064851675	8.846845764190466	10.18680449373071	1.6779488194941437	2.2510707260562275	3.4067902825380143	0.05947512106713333	0.1564803179355731	0.09492095619516182	14.0	48.0	29.0	168.0	96.0	14.0	76.0	15.0	10.0	43.0
21725000	-8561.033060179203	-1281.8426932155166	-7279.190366963687	-7279.190366963687	-1119.8162167858584	0.6197823603608376	8.16295250654756	0.36240066160839	0.18009397146200418	0.21494625458773595	0.24255911234187133	0.006273858421684467	19.74987404899194	12.821441291701493	15.539569182446666	8.981766228887635	1.7754167194977926	2.1208147606910344	4.811665746782797	0.024130805978472655	0.05023144443306202	0.12148159693113855	24.0	69.0	7.0	154.0	106.0	20.0	65.0	11.0	15.0	42.0
21750000	-8541.502520994389	-1264.6165550886285	-7276.88596590576	-7276.88596590576	-1100.4366021382752	0.5855188950345149	8.49710404307309	0.36240066160839	0.1824746658193144	0.21494625458773595	0.2401784179845611	0.005815190179859332	24.102687975849403	14.908389799211044	34.94155084829013	9.386682868687435	1.7620243981650163	4.052053535647956	4.577465495037385	0.03926665871361681	0.05414275831412127	0.1028232964099115	6.0	81.0	2.0	155.0	109.0	21.0	70.0	6.0	19.0	44.0
21775000	-8498.829657603132	-1231.6146869338208	-7267.214970669312	-7267.214970669312	-1071.2158600243888	0.6621143541860457	9.140006023965137	0.3578021896014982	0.18424926374003966	0.20535181488600524	0.25259673177245845	0.0065573928997330055	7.843111398371272	13.141120151953517	11.125986960499166	8.022653473423203	1.612956073518895	1.9711013019750467	4.685570318030052	0.1860366020195268	0.03140569551742419	0.07604233221098168	11.0	80.0	10.0	149.0	112.0	18.0	64.0	1.0	18.0	50.0
21800000	-8575.243893505978	-1281.8243445244425	-7293.419548981536	-7293.419548981536	-1117.7892839055894	0.7170359792875288	8.09693080533517	0.3678470320182598	0.17824129030020577	0.21301213825136753	0.24089953943016837	0.006165387973317439	11.060855944646153	15.485082274967255	17.128598035312876	9.130870242674623	1.1693272471508693	4.158740926370798	5.2654902439667	0.5108013795906344	0.0566383922784991	0.100151832779117	6.0	101.0	4.0	152.0	122.0	1.0	62.0	2.0	20.0	43.0
21825000	-8521.856927556899	-1235.4788892556671	-7286.378038301232	-7286.378038301232	-1073.901707829193	0.6274964728347618	8.385967255847426	0.3697158077709547	0.16843616218209104	0.20735526368392654	0.25449276636302925	0.006590645610019977	5.926260384301894	15.807211889893077	2.6611424612869756	6.733099896107379	1.3123680062225596	2.552631273982716	5.135427059214574	0.09403301156726192	0.0758396835658671	0.17427563921130804	7.0	109.0	3.0	147.0	133.0	5.0	40.0	11.0	21.0	37.0
21850000	-8577.137032891498	-1282.7558807141718	-7294.381152177326	-7294.381152177326	-1113.3624760276634	0.6915783545640438	9.95722491206055	0.37558205303937287	0.1767948661200567	0.19062427485144667	0.2569988059891253	0.006619819463220492	5.478937440620599	18.22942637097149	15.369299106992225	8.373495722436212	1.4099637687168374	6.720454899626023	8.488083432369455	2.263436189267919	0.11083809245596297	0.20650285259418624	6.0	98.0	14.0	148.0	136.0	6.0	28.0	5.0	33.0	39.0
21875000	-8558.021807300214	-1281.4911782624595	-7276.530629037754	-7276.530629037754	-1116.5014274701014	0.606640080841903	9.542475602144515	0.3500189347561246	0.1772947931366182	0.22500328582771	0.24768298627954877	0.00649292304255524	17.035881736805113	19.482693641349567	16.134588854712785	7.658450935322648	1.3250934023792447	3.0063710878682475	6.537511100141943	0.6780706050772215	0.2487390506896965	0.11490934517839689	9.0	95.0	18.0	141.0	140.0	3.0	30.0	8.0	43.0	26.0
21900000	-8571.805818563513	-1266.3363085366072	-7305.4695100269055	-7305.4695100269055	-1101.3360235984956	0.5797749952015161	7.73214018663187	0.35086815476474326	0.19024675496742322	0.2110250919925122	0.2478599982753229	0.006343347565919138	4.997915862320663	17.45319156377907	11.136899873977654	7.764051462705498	1.501154899682789	4.7427983092579575	5.1888967077075	2.8121485884366324	0.1246947097179207	0.04348751182841925	4.0	87.0	30.0	143.0	134.0	1.0	38.0	7.0	46.0	23.0
21925000	-8574.683413688317	-1282.6558252779018	-7292.027588410415	-7292.027588410415	-1118.6193169361895	0.5628913141858094	7.903174228220422	0.34082079378333174	0.19493714772146878	0.22238428649942102	0.24185777199578	0.006888639625477251	42.67900091741998	13.206136570859764	23.23093103530901	6.997415481048688	1.5185966483387559	2.6084765480520478	5.487763170622725	0.21207932725426307	0.15288623387424188	0.04745746808063052	6.0	96.0	20.0	144.0	122.0	9.0	45.0	9.0	33.0	29.0
