# BEAST v1.7.5
# Generated Sun Apr 07 14:14:09 BST 2013 [seed=1365340446246]
state	posterior	prior	likelihood	treeLikelihood	skyline	treeModel.rootHeight	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline.groupSize6	skyline.groupSize7	skyline.groupSize8	skyline.groupSize9	skyline.groupSize10
21950000	-8547.985775127185	-1260.4491982572345	-7287.53657686995	-7287.53657686995	-1097.4360786941693	0.5716771668171926	9.404530548072785	0.371035807992789	0.1686795177506191	0.2218377671620228	0.23844690709457061	0.006743450337068971	6.886614463148704	13.822129858294712	18.07671869481617	8.31048273336085	1.6712838431240828	2.3597479187504864	6.792654710645616	0.3815288757674412	0.1509773401264194	0.050165547673866204	2.0	113.0	12.0	136.0	124.0	11.0	38.0	18.0	23.0	36.0
21975000	-8591.108980938881	-1292.4395467670638	-7298.669434171818	-7298.669434171818	-1128.7335614040132	0.5477176210177561	7.644483964851411	0.3404112128839317	0.20009931365870337	0.2129462724875938	0.24654320096977267	0.0063014866448053855	21.244606486293257	15.013009796241466	30.481031012897496	6.2948661580138925	1.8759841586510853	3.7962943465236045	4.913437837659506	0.6712067497611648	0.09634369565038303	0.02876324833637834	7.0	122.0	3.0	135.0	107.0	18.0	50.0	8.0	31.0	32.0
22000000	-8568.338472079131	-1288.088641151549	-7280.2498309275825	-7280.2498309275825	-1121.0311399545944	0.5523547217758716	8.08318759795012	0.3720300377766739	0.18311965198723035	0.21869465251706244	0.2261556577190348	0.006727037153361529	18.87166636468304	16.22642577286144	37.07071286977661	7.107297116785891	1.9005879588065968	4.466827634670373	7.4463532544328785	1.7874411707995124	0.14219687323675093	0.047969036022608866	8.0	101.0	2.0	152.0	107.0	25.0	39.0	12.0	35.0	32.0
22025000	-8623.331881280017	-1307.768192047759	-7315.563689232257	-7315.563689232257	-1142.0377361621138	0.6239343099423384	8.09195537778476	0.3720300377766739	0.19539393793410362	0.20034042607027142	0.2322355982189526	0.006268795264235889	16.033235370573603	16.77409018784904	16.678384616760418	7.0738039500966226	1.8569379132754382	7.3462222531765	4.493707753848298	1.7010037554390502	0.12986707296720737	0.06056210962910789	9.0	99.0	19.0	146.0	101.0	20.0	38.0	15.0	37.0	29.0
22050000	-8611.871370867128	-1315.1736119150892	-7296.6977589520375	-7296.6977589520375	-1151.9392298753319	0.6617552095975641	7.727007576916688	0.3597558106814516	0.16972848184061165	0.21442719986363218	0.2560885076143062	0.0060697016054863445	16.854320926049567	11.86025357975734	5.2969799377407885	5.4352243603591415	2.753375987559008	5.525932475241658	2.821622150030011	3.1178609729754974	0.05300335212171567	0.09428612261486055	21.0	112.0	16.0	128.0	105.0	9.0	33.0	29.0	35.0	25.0
22075000	-8611.962812750648	-1303.5273746514322	-7308.4354380992145	-7308.4354380992145	-1137.357901625305	0.7288104942936043	8.220263165815794	0.37298371220763754	0.174838881850927	0.21515989121406956	0.2370175147273675	0.006305608029141062	28.59433844072689	14.286083583715163	6.1054442780184965	6.322022876826794	2.669455636397802	4.518323639794821	1.6425443981264176	4.840965728792723	0.041052152121420445	0.10623821598837634	23.0	103.0	30.0	136.0	101.0	13.0	20.0	26.0	31.0	30.0
22100000	-8555.185499579362	-1245.9736672867784	-7309.2118322925835	-7309.2118322925835	-1077.753476917401	0.5852526411502763	9.232960176027293	0.3676975810996258	0.17438560703115388	0.22079271666361072	0.2371240952056112	0.006457281656328624	23.41935285433022	10.771773835400314	6.843104569495138	5.646354293867324	2.264971974684417	10.057451275660757	2.5905770360151217	3.9021898001031636	0.01666129211085711	0.06679113554220621	32.0	95.0	29.0	140.0	100.0	6.0	19.0	31.0	30.0	31.0
22125000	-8566.202746727507	-1257.3695795803214	-7308.833167147186	-7308.833167147186	-1092.1322925388201	0.603102061760644	8.377244776714251	0.36106841181680943	0.17642054284254008	0.22085261781161347	0.24165842752903854	0.0057652917368122576	18.78658916869326	13.604359287435507	6.629947668513993	4.591229033585189	1.7824681673047502	9.52137406257566	5.9585497719666956	1.0702513045075825	0.031691460893597485	0.057529347574915485	35.0	94.0	22.0	146.0	96.0	23.0	13.0	24.0	21.0	39.0
22150000	-8564.964650353102	-1266.3013186746484	-7298.663331678454	-7298.663331678454	-1101.672055817964	0.5833892735856676	9.157911031824987	0.3681879366894229	0.1849552960219027	0.21726216976907448	0.22959459751960148	0.006421340285383272	21.228960283452004	14.126991142453926	11.915956750133041	6.530549033111094	2.083152133479979	5.207518246420607	9.71153086136396	0.9844422324792174	0.03268952238172481	0.04694097270079616	35.0	84.0	31.0	142.0	85.0	24.0	26.0	22.0	16.0	48.0
22175000	-8527.413740617709	-1242.7493371771825	-7284.664403440526	-7284.664403440526	-1079.6559844455217	0.5325514260561015	9.450136981429926	0.39021163294055083	0.18334593367308316	0.20620109900547845	0.22024133438088908	0.006348532035321751	12.405516518260587	14.187293375990306	14.420447940840996	5.547523523790979	1.6310731621415115	4.54759100574175	6.351728926323453	1.2368619896038031	0.016112683294334504	0.029233759439421504	32.0	91.0	11.0	161.0	80.0	28.0	24.0	21.0	13.0	52.0
22200000	-8548.094648735136	-1256.8065373312265	-7291.288111403908	-7291.288111403908	-1092.6291252144217	0.5360331068898752	11.424270620309123	0.3539889961816297	0.1899245023570858	0.207569753359417	0.248516748101869	0.006179177432339547	17.062316705398427	16.634149625444714	11.525533299950716	6.114647767957102	1.8409792283792865	3.4340781232570725	6.995569102990636	0.8263688265279497	0.2303776274000524	0.026507332682074683	32.0	96.0	3.0	156.0	80.0	29.0	31.0	20.0	5.0	61.0
22225000	-8569.057948234777	-1279.1642885724955	-7289.893659662281	-7289.893659662281	-1112.7970381862383	0.5751310960235936	10.430539961682218	0.36898701055077954	0.18027859907154475	0.21802099589977753	0.23271339447789965	0.006463439720667389	15.382308801386227	13.344899665034795	8.017258859291333	7.05235767212636	2.5286538371917477	8.842435656587877	17.03033000642481	0.7272240566122326	0.10206463350660279	0.04083734907819172	26.0	95.0	2.0	159.0	89.0	35.0	20.0	21.0	2.0	64.0
22250000	-8524.883286817021	-1239.6943180057888	-7285.188968811232	-7285.188968811232	-1073.13747961605	0.5633762381152233	8.864371501706733	0.3576490517528748	0.18885348976843858	0.20499695106275279	0.24850050741593532	0.006204799210959976	17.1466856766132	14.04677689830916	13.915272784928172	6.55832116228255	3.532314051877675	12.380864275025104	6.145570935434109	0.3418268793039494	0.4119823199340638	0.030958880551669066	19.0	86.0	16.0	150.0	96.0	30.0	16.0	25.0	12.0	63.0
22275000	-8507.87237330076	-1223.4929022993847	-7284.379471001374	-7284.379471001374	-1056.5351912129693	0.5442076661647727	7.444601202248027	0.3569557991833271	0.18885348976843858	0.20499695106275279	0.24919375998548302	0.00640680496219001	10.376399123350064	15.11292749427118	12.109879142840569	5.796408290987907	2.3318779455180456	12.027148485904537	9.549485765454781	0.3962470063492325	0.343637016953392	0.029815680021488974	8.0	113.0	4.0	159.0	83.0	19.0	27.0	26.0	14.0	60.0
22300000	-8528.954886887008	-1258.9090293009913	-7270.045857586017	-7270.045857586017	-1094.7970169019309	0.5575427385317661	8.625479059461284	0.380270181091466	0.1676629011781208	0.2080017714052387	0.24406514632517604	0.006514636394767878	10.1705634453555	16.4651930800812	5.697065998771508	5.991756555075109	2.1422684310387	8.566937747435773	5.3616756705510475	0.4645308865367954	0.2516356905075723	0.04854497357576415	7.0	112.0	8.0	150.0	93.0	26.0	34.0	13.0	12.0	58.0
22325000	-8530.836766195245	-1262.729492942773	-7268.107273252473	-7268.107273252473	-1097.6131949573416	0.5854627156219931	7.801556265600452	0.36830288722814974	0.17228468290483537	0.20874091091277464	0.2506715189542418	0.0066075280478361375	8.930580226111687	14.264487575206964	4.183074452899502	6.350865626829452	2.914815725836044	7.263531788953402	4.590634366307084	5.748048306781638	0.18959129617910442	0.02905935460406867	16.0	107.0	13.0	134.0	91.0	36.0	37.0	10.0	5.0	64.0
22350000	-8573.465812406426	-1281.2538045411293	-7292.212007865296	-7292.212007865296	-1117.411902812151	0.5751419649959031	9.1193769839619	0.3855777790550659	0.1861533479638289	0.19886868776212877	0.22940018521897798	0.006265354240653198	10.931813370472094	12.55489976706244	11.367560586095772	8.03233692992162	4.013282867192514	6.762168660027555	6.216544453029222	1.3331849237613722	0.1658678728905914	0.0357171207091896	10.0	103.0	6.0	136.0	122.0	9.0	51.0	5.0	4.0	67.0
22375000	-8551.337600541778	-1234.669991239391	-7316.667609302386	-7316.667609302386	-1073.5024669544996	0.5294320531569193	8.084386638986365	0.37726790195996285	0.17077339699070643	0.19837152656408938	0.25358717448524287	0.0066584635688131935	20.943355774077716	12.370074009760696	6.928709804335476	7.089600087012464	4.041812582227787	1.9336987045928102	6.257549007495972	0.21198212036097167	0.07207068735104648	0.026381486735260935	1.0	113.0	10.0	114.0	121.0	18.0	56.0	6.0	12.0	62.0
22400000	-8498.75003061223	-1210.8854636256578	-7287.864566986571	-7287.864566986571	-1049.44113659586	0.583811653095604	7.652149975366655	0.3821085454467478	0.18053214606962315	0.18861277748517266	0.24874653099845792	0.006253609847918668	13.391667497645305	10.727122515502632	12.75291985365005	7.334100496539167	3.3859835881034064	2.364286334028247	7.278654474898421	0.3286160711421443	0.07133908710120901	0.020789521077975718	17.0	95.0	15.0	120.0	122.0	14.0	47.0	12.0	6.0	65.0
22425000	-8537.970908459412	-1233.0832682780033	-7304.88764018141	-7304.88764018141	-1068.2184552425813	0.5429135426116376	6.978007223496418	0.3626901489342283	0.1734323126520236	0.20555689728728582	0.2583206411264638	0.006550872030316163	6.0845376090068095	12.35099503878989	14.022064196415169	8.022837737935065	2.925705601199072	1.5888246320184634	8.952200162612591	0.21156621279475388	0.2582707570113018	0.03793074419759901	1.0	110.0	5.0	133.0	118.0	14.0	50.0	7.0	8.0	67.0
22450000	-8496.489364398964	-1199.6662210289182	-7296.823143370045	-7296.823143370045	-1034.7897026303153	0.5965519425086181	8.169760705522084	0.36077681635555814	0.17239947355838575	0.2055915310068215	0.2612321790792362	0.006791278960987746	18.618720838981694	12.886451726345006	2.0027375431400527	8.625726914394818	2.3926364254225443	4.8197841103779355	8.172491678710813	0.7406725545023536	0.11434907778829187	0.04270484903656046	6.0	110.0	13.0	115.0	131.0	6.0	50.0	2.0	16.0	64.0
22475000	-8488.76482507846	-1200.201928345145	-7288.562896733315	-7288.562896733315	-1037.346119743668	0.5395641315809134	8.490028834581194	0.36507550962199303	0.18242232747976306	0.2092719646811672	0.2432301982170783	0.006458021032056288	16.353946160688086	11.566834797233312	15.627788264233407	8.492758771714811	2.7365286442516346	6.644639636863928	9.667644554522727	0.07478932084717464	0.06356637056476458	0.037758615198492634	11.0	110.0	4.0	107.0	146.0	1.0	51.0	8.0	12.0	63.0
22500000	-8535.337967528203	-1240.9134181494687	-7294.424549378734	-7294.424549378734	-1078.8625545362368	0.5997789587086797	7.970950304390765	0.36654143780466947	0.18613661813715432	0.21202324034872908	0.2352987037094487	0.006020327225778413	26.194662985993425	10.216523546939197	3.8982042820041514	11.636122854055959	3.550817856824532	4.518062454872444	6.610783721395204	0.12468538792466612	0.041667527318119846	0.0451441578860338	20.0	109.0	11.0	93.0	148.0	4.0	45.0	10.0	27.0	46.0
22525000	-8529.686497518804	-1226.2352920502954	-7303.451205468509	-7303.451205468509	-1062.6236390300633	0.5336024604918602	9.723650803787743	0.34217323741653416	0.19956282078710494	0.20747776121232775	0.2507861805840347	0.006260615306048302	21.02186944880363	11.606920936999273	9.781592161387293	11.468334636768164	2.476789863893334	2.6605844243945613	10.38590872475241	0.10876175637774325	0.0544784755306166	0.048341533322236924	17.0	122.0	12.0	84.0	146.0	10.0	39.0	5.0	37.0	41.0
22550000	-8524.511600233727	-1212.8530213576873	-7311.65857887604	-7311.65857887604	-1050.727950107238	0.582641897775084	8.987625350694433	0.3631173332134086	0.19331656317514362	0.19710619201918184	0.2464599115922675	0.006141890024376473	27.38287554235765	13.060235006699555	3.0172644588331563	9.639030098760202	2.3436398801877565	4.148271265554611	6.515795613156403	0.07385803122882073	0.043647068460699455	0.04865199882802581	20.0	121.0	18.0	87.0	138.0	12.0	35.0	14.0	29.0	39.0
22575000	-8529.47895793174	-1215.2626747160161	-7314.216283215724	-7314.216283215724	-1052.3449060544203	0.5829728247376279	9.6994540635676	0.36073541348749133	0.17954405730416986	0.20575721098933816	0.2539633182190022	0.006418022640506341	25.07064652758548	11.090811286197034	6.365650436492382	6.9593987047528865	2.176399849399588	6.981216968077969	7.5655335715994765	0.14455638485682648	0.07596548215786524	0.053092016452791026	20.0	120.0	3.0	119.0	142.0	4.0	24.0	2.0	40.0	39.0
22600000	-8516.7177329186	-1221.7164705848809	-7295.001262333719	-7295.001262333719	-1057.6039573162154	0.6311737547513028	8.512834814219588	0.36095222579601943	0.18815231511287311	0.20601471624517162	0.24488074284593742	0.006769863794299205	14.10561583682057	11.598592276486869	9.41581037046022	8.557939867410067	2.6506363520290357	3.4958694315458407	5.939250948718448	5.158208489136301	0.04618370638585962	0.0370425234474096	26.0	103.0	15.0	118.0	118.0	12.0	31.0	8.0	38.0	44.0
22625000	-8490.891590746844	-1189.5984134632236	-7301.29317728362	-7301.29317728362	-1023.6922770277474	0.549615997712823	8.307963932671933	0.3722009976287734	0.19515664205426458	0.20091222303856032	0.2317301372784033	0.006806024901369487	21.164122307549906	8.543621899659971	7.14885859678652	5.577421865569484	2.2658495406257964	2.6908751913905027	12.366383911298346	2.939951712805115	0.037717812734528844	0.05931442062251093	31.0	100.0	11.0	134.0	107.0	9.0	31.0	5.0	32.0	53.0
22650000	-8521.43183314704	-1235.8832281175296	-7285.548605029511	-7285.548605029511	-1069.1698807254322	0.6078726930540655	8.337804963514314	0.36721360323699326	0.18938952815309995	0.19715663021405802	0.24624023839585032	0.006277545603016329	29.34496812096307	9.953842589799498	2.743464924753994	8.447582624817109	2.2351105068083776	2.4958838872631572	10.17993147377297	1.3993796019795588	0.03397309589066688	0.08103292176138968	17.0	106.0	1.0	138.0	124.0	4.0	29.0	15.0	36.0	43.0
22675000	-8479.268515855192	-1187.7302919855124	-7291.53822386968	-7291.53822386968	-1021.0048239995299	0.5738807147220532	8.238946972108327	0.3710137973142895	0.17457576158397614	0.2074490310052782	0.2469614100964577	0.0062047130537140095	19.769778172621916	10.2812430194809	18.217831807693162	7.976362039594052	2.0930939324212305	5.523585965938109	17.008416409255137	0.735007365379101	0.05117285919681853	0.042176396375876744	17.0	112.0	6.0	124.0	125.0	5.0	24.0	17.0	41.0	42.0
22700000	-8485.178711295324	-1204.2060440548548	-7280.97266724047	-7280.97266724047	-1040.4842022622252	0.6376610234174558	9.274722370382602	0.38818416000622885	0.16255392217536424	0.2074490310052782	0.24181288681313032	0.0060202763391301916	14.829714072291711	9.806595574019724	4.343385370008296	7.887459784805393	1.85504101183696	4.346922017410451	10.690016940013008	0.5724300133453961	0.056918857214297895	0.07749947141926562	19.0	108.0	10.0	119.0	127.0	7.0	23.0	23.0	34.0	43.0
22725000	-8478.383307526234	-1202.6831240784886	-7275.700183447745	-7275.700183447745	-1036.1695370219832	0.5819102342925299	10.247759916535658	0.36703690135969874	0.16023470470596748	0.2211122843875496	0.25161610954678576	0.006177675450315793	14.006374718482178	11.731907613181706	13.99522382732926	8.982625586137132	1.4413885606983696	5.350523223624331	12.674018736429387	0.6131573839985769	0.14373539668708338	0.05757645865480483	21.0	102.0	3.0	137.0	115.0	9.0	26.0	26.0	22.0	52.0
22750000	-8459.184367052994	-1194.6126563392486	-7264.571710713746	-7264.571710713746	-1027.753304682772	0.5456414673729131	8.682856784186487	0.3785409848028829	0.16556029890597568	0.20962832316754315	0.24627039312359988	0.0060314179065898265	19.738734757987643	14.815511708863175	3.6301506239287527	9.71524146967832	1.820742277692434	5.761488258365838	16.05251257798766	0.4979934321047513	0.1286027835861681	0.03449336816655717	13.0	92.0	22.0	134.0	117.0	6.0	24.0	36.0	18.0	51.0
22775000	-8441.652131087234	-1169.9470391289747	-7271.705091958259	-7271.705091958259	-1003.0712745260508	0.5346615177230573	8.557627235564922	0.3785409848028829	0.1657410023877229	0.2119527981800303	0.2437652146293655	0.006132228197521231	14.116134203912305	13.556893700658451	6.701560026657242	9.054584754700983	1.3098898108397417	6.9360982394401605	14.70655461513294	0.4264702486223745	0.14385467860333417	0.024118443781562186	15.0	92.0	15.0	137.0	124.0	1.0	28.0	26.0	17.0	58.0
22800000	-8510.424041014045	-1227.5296437051438	-7282.894397308901	-7282.894397308901	-1059.4123929776115	0.5863240208052974	9.235134872408747	0.3827312385089953	0.1820237120568014	0.20553790335355013	0.22970714608065476	0.005841122872388921	16.695875558064404	14.071573780812855	13.388912945759808	8.184131582102324	2.375224543626609	3.449387331883901	15.308686026497988	0.806510037967435	0.46799401721683787	0.03316242293949957	23.0	71.0	14.0	150.0	110.0	6.0	32.0	26.0	13.0	68.0
22825000	-8525.767720345737	-1233.4721688275995	-7292.2955515181375	-7292.2955515181375	-1065.3577034601728	0.5799218316304648	8.798162066808118	0.39468674766578576	0.16484642009460054	0.2080962831516716	0.23237054908794372	0.006255085273180191	17.483190375235207	11.697582398180831	12.453556988705452	10.34846743713382	2.027166401286003	4.561545254700133	15.89381560943733	0.7894182643596385	0.4599376966005224	0.02580121278568601	15.0	66.0	24.0	160.0	106.0	12.0	31.0	27.0	7.0	65.0
22850000	-8453.81465217076	-1154.2930933593022	-7299.521558811458	-7299.521558811458	-985.3934930565341	0.5338350781163789	8.096466965956601	0.3767240548009006	0.1738656822018131	0.21387865350898816	0.23553160948829982	0.005979593492189264	23.548236122880937	14.940101656916946	5.664025343294329	10.379488155463099	1.351452745298115	3.01502298904714	13.366108611817701	0.7155859431830345	0.7094159847885433	0.020435697971820592	25.0	70.0	11.0	164.0	107.0	1.0	27.0	19.0	21.0	68.0
